Palestrante;Minibio
Mariana Elisabetsky;Mariana Elisabetsky tem uma carreira de trinta anos que envolve atividades de atriz, cantora, apresentadora de TV, locutora, dubladora, roteirista e versionista/tradutora de teatro musical, séries de tv e cinema. Teve sua estreia nos palcos aos treze anos e, desde então, integrou os elencos de espetáculos como “A Borboleta Sem Asas” (como a própria Borboleta), “Sítio do Picapau Amarelo, O Musical” (no papel de Emília), “O Mágico de Oz” (no papel de Dorothy), “A Flauta Mágica” (como Pamina), “Grease”, “Mudança de Hábito” e “Meu Amigo, Charlie Brown” (no papel de Sally Brown). Dentre seus diversos créditos em televisão, apresentou ao vivo, durante três anos, o programa “Turma da Cultura”, apresentou a série “Traquitana”, atuou como manipuladora de bonecos e deu voz a personagens das séries “Igarapé Mágico” e “Rádio Zoo” além de dublar e fazer voz original para diversas séries brasileiras e internacionais. Foi responsável pela versão brasileira dos principais musicais em cartaz no Brasil nos últimos seis anos e hoje é a versionista oficial da Disney e da Netflix no Brasil. Suas versões brasileiras para cinema incluem os filmes “En-canto”, “Vivo”, “Soul”, “Frozen 2”, “Aladdin”, “Viva, a Vida É Uma Festa”, “Moana”, além de séries dos canais Disney Channel e Disney Jr e Netflix. Foi a criadora e roteirista da série “Rádio Zoo”, que foi ao ar pelo ZooMoo e agora está no ar pela Globoplay, através do Canal Futura. Criou o formato e escreveu os roteiros da série “Grandes Pequeninos Chefs (Discovery Kids), foi roteirista do programa infantil e diário “Quintal da Cultura” (TV Cultura), da segunda temporada da série de animação “Bubu e as Corujinhas” (Disney Jr e TV Cultura), entre outros.
;
Mariana Gualano;Mariana é tradutora há dezesseis anos e sua experiência se estende pela área técnica, literária e audiovisual. Já trabalhou como gerente de departamento de tradução e atualmente ministra um curso de formação de tradutores e um de tradução audiovisual. Em paralelo aos seus estudos do MBA, se especializou em escrita criativa.
;
Mariana Paz;Bióloga, atuou na área da saúde e meio ambiente, é praticante de Yoga há 11 anos e ensina Yoga e Meditação há 7 anos. É também mestre Reiki e atua como terapeuta reikiana e ministra cursos sobre esta técnica. Em 2007, conheceu o Yoga, num programa de Yoga no Trabalho para gerenciamento de estresse e se entregou a prática e estudo do que mais fez sentido em sua vida! Foi em 2012 que criou o projeto Kurma Yoga, cujo o objetivo é ensinar e cuidar de pessoas utilizando o Hatha Yoga, Yogaterapia, Meditação e Reiki, proporcionando autoconhecimento como força propulsora para o alcance do tão almejado bem-estar no seu aspecto, físico, mental e espiritual.
;
Mariana Serpa;Mariana Serpa é carioca e formada em Psicologia (PUC-Rio). Concluiu em 2012 a Formação de Tradutores da PUC-Rio, e desde 2013 traduz livros de ficção e não ficção para diversas casas editoriais. Entre seus principais trabalhos estão as séries Outlander (Arqueiro) e A Roda do Tempo (Intrínseca), a dupla de livros A guerra que salvou a minha vida e A guerra que me ensinou a viver e o romance de aventura As crônicas das sombras (DarkSide). Desde 2018 conduz em parceria com a Debora oficinas e cursos voltados ao universo da tradução literária.
;
Marianna La Vega;Com formação em Letras, especialização em Tradução e Sociolinguística, Marianna La Vega trabalha há 18 anos como tradutora e revisora nos ramos editorial, audiovisual e publicitário. Trabalha com legendagem e dublagem para grandes canais e streamings, atua como preparadora, revisora e leitora crítica de materiais didáticos da educação infantil ao nível universitário e revisa campanhas publicitárias. Está à frente da Menta Comunicação, agência especializada em serviços de tradução e revisão.
;
Marileide Dias Esqueda;"Professora Associada do Programa de Pós-graduação em Estudos Linguísticos e do Curso de Bacharelado em Tradução da Universidade Federal de Uberlândia. Pós-doutora em Estudos da Tradução pela Universidade de Montreal, Canadá (2018-2019). Doutora e mestre em Linguística Aplicada à Tradução pela Universidade Estadual de Campinas (2005). Realizou estágios de docência em Tradução pelo Programa Intercampus na Universidade de Extremadura e Universidade de León, na Espanha (1997-1998). Atuou como Presidente da Diretoria Executiva da ABRAPT – Associação Brasileira de Pesquisadores em Tradução no triênio 2014-2016. Temas de interesse: ensino e aprendizagem de tradução; tecnologias da tradução e interpretação; cienciometria."
;
Marina Araujo;"Marina é formada em Tradução pela Universidade Federal de Uberlândia (2014), com graduação-sanduíche em Escrita Criativa na University of East London (2012-2013) e atuação como revisora na Editora da Universidade Federal de Uberlândia.
Trabalha com tradução e revisão de artigos científicos em inglês desde 2010 e atualmente é professora de escrita científica em inglês na Una e coordena a equipe de tradutores e revisores especializados em artigos científicos."
;
Marina Schnoor;Tradutora freelance para a VICE Brasil de 2011 até 2020. Experiência com cultura pop, comportamento, internet, política, ciência, identidade, games, literatura e muito mais. Traduções sobre política para The Intercept. Repórter de tecnologia para o site Olhar Digital.
;
Marsel de Souza;Marsel de Souza é intérprete e tradutor em tempo integral. É formado em Tradução – Inglês/Português pela Universidade de Brasília e fez estudos avançados de língua francesa na Aliança Francesa. É sócio-fundador da Elos Intérpretes e Tradutores, escritório sediado em Brasília. É membro da Abrates, AIIC, APIC e ATA. Trabalha com frequência como tradutor e revisor para clientes de várias partes do mundo.
;
Marun Reis;Curioso profissional, Marun é formado em Tradução pela Unesp de São José do Rio Preto e em teatro pelo Teatro Escola Macunaíma. Trabalha como tradutor audiovisual para dublagem há 17 anos, é especialista em conteúdo, ativista LGBT+ e artista dos palcos e da voz. Passou tempo demais carregando o peso de ter de se levar muito a sério, o que lhe rendeu uma dor nas costas. Ama desafios, comédia e uma cachorrinha chamada Amora.
;
Maryanne Linz;Maryanne Linz é professora de Localização de jogos na Pós-graduação de Tradução Inglês-Português da PUCPR e, junto com Edmo Suassuna, ministra o curso livre de Localização de jogos na Pretexto. É tradutora e editora de alguns dos produtos mais importantes da área, como Destiny 2, Fortnite, Resident Evil 3, Soulcalibur VI, The Walking Dead: The Final Season, entre muitos outros. Com mais de quinze anos de experiência no mercado editorial, há alguns anos passou a se dedicar exclusivamente à indústria de jogos. Hoje trabalha em projetos de empresas como Microsoft, Sony, Epic, EA, Bungie, Capcom, Bandai Namco, Amazon, entre outras.
;
Mateus Ornellas ;Mateus Ornellas é jornalista de formação. Em 2018, tornou-se editor na Mythos Editora, prestando serviços para a Panini Comics e cuidando de títulos como O Espetacular Homem-Aranha, X-Men, Venom, Capitã Marvel e outros, com mais de dez mil páginas de HQs editadas. Também atuou como tradutor (Batman: Cavaleiro Branco, Homem-Aranha: História de Vida) e adaptador (X-Men, Mulher Maravilha). É coordenador de produção na Galápagos desde 2021, cuidando das equipes de localização dos jogos de tabuleiros, RPGs (Camarilla, Sabá, Caçador: A Revanche, entre outros) e HQs (Vampiro: A Máscara - Presas do Inverno Vol. I e II) lançados pela empresa.
;
Matheus Maggi;"Matheus Maggi tem experiência com legendagem desde 2013, quando ingressou no mundo das fansubs fazendo legendas voluntariamente. Decidido a trabalhar no ramo, o Engenheiro Civil especializou-se cursando uma pós-graduação de Tradução Audiovisual e atua como legendador profissional desde 2017. Cria legendas para as principais empresas de streaming e tem experiência em diversos softwares, como Subtitle Edit, Ooona Tools, EZTitles, entre outros. Disposto a sempre ajudar, decidiu criar um curso gratuito no YouTube chamado ""Desvendando o Subtitle Edit"" com mais de 20 vídeos e mais de 5 horas de conteúdo explicando todas as funcionalidades e dando dicas do software Subtitle Edit."
;
Matheus R. Chaud;Com formação em Engenharia de Materiais e Mestrado em Linguística pela UFSCar, sou tradutor certificado pela ABRATES e membro qualificado do ITI. Desde 2005, atuo como tradutor autônomo, oferecendo serviços de tradução, revisão, MTPE, legendagem e controle de qualidade. Vencedor do 16º e 17º concursos de tradução do ProZ.com, já tive a oportunidade de trabalhar com clientes renomados como Microsoft, Intel, Dell, Google e LinkedIn. Atuo principalmente nas áreas de TI, engenharia e negócios.
;
Matheus Fabris;Matheus Fabris deixou a carreira de programador para se dedicar à tradução de jogos EN>PT-BR, e desde então nunca parou de encontrar novas formas de aplicar seu conhecimento ao novo campo. Foi tradutor voluntário por dois anos e então se tornou profissional. Já atuou como tradutor em jogos como Farm Together 2 e Roboquest.
;
Mauro Moser;Intérprete de Conferências, Tradutor e Professor na M MOSER. Interpretação (tradução oral). Pares de trabalho: PT<>IT, PT<>EN, PT<>DE, IT<>EN, IT<>DE, ES>IT, EN<>DE. Modalidades: RSI, simultânea, consecutiva e de acompanhamento. Tradução escrita: PT<>IT, EN>IT, DE>IT. Aulas de italiano, inglês, alemão e português para estrangeiros.
;
Melissa Harkin;Melissa Harkin é uma tradutora brasileira-estadunidense com 20 anos de experiência. Formada em Direito, cursou MBA na área de Projetos e Pessoas e fez especialização em Localização e Internacionalização. Atualmente, é mestranda em Estudos da Tradução na Universidade de Birmingham, Reino Unido. Credenciada no par inglês > português pela Associação Americana de Tradutores (ATA), também foi aprovada na prova para tradutores do Departamento de Estado dos Estados Unidos da América (EUA) e trabalhou para o Departamento de Defesa dos EUA, alocada para uma das organizações do Exército dos EUA. Passou, ainda, na seleção de tradutores do Banco Interamericano de Desenvolvimento (BID) nos pares inglês > português e espanhol > inglês e traduz para fundações de ex-presidentes dos EUA e do Brasil.
;
Meritxell Almarza;Mestre em Estudos da Linguagem (PUC-Rio) e em Editoração Global pela Universidade Pompeu Fabra de Barcelona. Graduada em Tradução e Interpretação pela mesma universidade. Tradutora e revisora para o mercado editorial e para o jornal El País, além de coordenadora de dicionários bilíngues e do curso de Graduação em Tradução e Interpretação de Inglês/Português da Faculdade Phorte.
;
Michel Teixeira;Michel Teixeira é tradutor profissional desde 2005. É mestre em Letras pela PUC-Rio, especialista em Tradução de Espanhol pela Gama Filho e bacharel em Publicidade e Propaganda pela UFRJ. Cursou também a formação de tradutores da PUC-Rio. Atualmente trabalha como editor, revisor e tradutor para clientes das áreas de videogames, marketing, turismo, TI e editorial.
;
Mitsue Siqueira;Mitsue Siqueira é tradutora e revisora da Ccaps Translation & Localization, no par inglês<>português, e reside no Rio de Janeiro.
;
Mirella Nunes Giracca;Professora Adjunta na UNIR, tem formação pela UFSC (licenciatura e bacharelado em Letras Espanhol), é mestre e doutora em Estudos da Tradução pela PGET-UFSC. É avaliadora DELE. Pesquisa sobre tradução e ensino de línguas, tradução pedagógica, tradução e retextualização de gêneros textuais, tradução como representação cultural. É eterna  aprendiz e mãe do Gabriel, que veio a este mundo para ressignificar o sentido de retextualização na vida prática
;
Monique D’Orazio;Monique D'Orazio é tradutora editorial, preparadora e revisora de textos, com 14 anos de tradução e 12 anos de mercado editorial, atuando fortemente na área de literatura de entretenimento. Formada em Relações Internacionais, MBA em Book Publishing e pós-graduada em Revisão de Textos, já traduziu do inglês e do espanhol mais de 140 livros de ficção e não ficção, clássicos e juvenis, para editoras grandes e pequenas do Brasil e do exterior, além de 300+ livros infantis. Especializa-se em ficção histórica desde antes de saber o que era isso.
;
Mônica Lange;Recém-formada em medicina veterinária pela Universidade de São Paulo, e ainda nos tempos em que se procurava emprego nos classificados do jornal de domingo, Mônica se deparou com um anúncio que a faria mudar de carreira: Procura-se veterinário tradutor. Após alguns anos trabalhando como tradutora in-house em uma grande agência em São Paulo, formou-se em Tradução e Interpretação de Conferências pela Associação Alumni e pouco depois mudou-se para a Suíça, onde deu início à sua carreira de intérprete junto às organizações internacionais, federações esportivas, organizações humanitárias e indústria farmacêutica. Além da interpretação, também se dedica à tradução de textos da área científica e da saúde e é membro da Abrates e tradutora certificada pela Association suisse des traducteurs, terminologues et interprètes (ASTTI).
;
Mylene Queiroz;Mylene Queiroz tem graduação em Ciências Sociais pela Universidade Federal de Santa Catarina (1999), graduação em Letras Português - Inglês - UNISEB (2013) e mestrado em Estudos da Tradução - PGET pela Universidade Federal de Santa Catarina (2011). Atualmente é professora do Mestrado em Interpretação de Conferência urso de Interpretação na área da Saúde da Glendon School of Translation, York University, Canadá. Pós-graduanda em Ensino a Distância pela Faculdade Campos Eliseos. Possui MBA de Gestão Empresarial pela Fundação Getúlio Vargas. Tem experiência na área de Linguística, com ênfase em INTERPRETE, atuando principalmente nos seguintes temas: community interpreting, interpretação médica, interpretação e interpretação comunitária.
;
Natália Estrella;"Natália é tradutora de novela mexicana; Intérprete de espanhol e fundadora do Clube de Leitura para Tradutores."
;
Natalie Gerhardt;Natalie Gerhardt é formada em Letras com habilitação em tradução e pós-graduada em Língua Inglesa. Já traduziu mais de 120 livros para as principais editoras do Brasil. Retomou a escrita em 2021, e seu primeiro romance foi selecionado para a Rio2C. Publicou o conto “A vingança da adolescente revoltada” na Amazon e o audiobook “Dona de mim” acabou de ser lançado. É criadora do canal Natividade no YouTube e leciona tradução editorial na PUC-PR.
;
Natalie Graue;Natalie é tradutora e intérprete de inglês, e essa é sua terceira carreira profissional. Já foi professora, e possui mais de 15 anos de experiência como produtora executiva de eventos.
;
Núbia Tropéia;Núbia Tropéia é tradutora profissional há 7 anos e há 1 ano se dedica principalmente ao mercado editorial de literatura coreana, com três traduções e uma preparação já publicadas. É graduada em Letras – Português e Coreano pela USP (2016) e certificada no Programa Formativo para Tradutores Literários da Casa Guilherme de Almeida (2017). Além disso, é pós-graduada em Tradução Audiovisual de Inglês pela Estácio (2021) e certificada em língua coreana pela Seoul National University, na Coreia do Sul (2024).
Pablo Cardellino;Pablo Cardellino Soto é doutor em Estudos da Tradução, com tese sobre as Notas do Tradutor, e professor do curso de Letras-Tradução Espanhol da Universidade de Brasília. Tradutor profissional durante 20 anos, especializou-se na tradução e na pesquisa de traduções de textos de Machado de Assis, de quem verteu Dom Casmurro, Várias histórias, O alienista e Casa Velha, e atualmente está traduzindo Esaú e Jacó. Também traduziu, para o português, solo ou a quatro mãos, autores como Juan Emar, Felisberto Hernández e Miguel de Cervantes.
;
Paloma Bueno;Tradutora e intérprete de Libras com ampla experiência em acessibilidade audiovisual: janela de Libras para comerciais de TV e internet: publicitários, propaganda eleitoral, institucionais. Experiência em interpretação simultânea português-Libras em conferências nas áreas: corporativo, educação, audiovisual, comunicação e marketing, empreendedorismo, inovação e tecnologia. Programas de entretenimento e jornalismo, passei por TVs Legislativas, TV Guarulhos, TV Band, TV Cultura e GloboNews. Interpretação simultânea remota com ampla experiência em plataformas de transmissão: vMix Call, OBS Ninja, Zoom. Filiada à ABRATES desde 2015, APIC em 2021, SINTRA desde 2017. Pós-graduada em interpretação da Libras.
;
Patricia Gimenez Camargo;Patricia Gimenez Camargo é intérprete e tradutora de inglês para português desde 1995. Doutora em Estudos da Tradução pela USP-Brasil, leciona Tradução e Interpretação em diversas instituições. Coordenadora de curso universitário de interpretação de tradução e dos cursos TRADUSA. Coeditora de uma série de livros sobre tradução e leitura e parecerista em diversos periódicos nacionais e internacionais.
;
Patrícia Franco;Patrícia Franco, tradutora, jornalista, professora. Graduou-se em Comunicação Social, fez diversos cursos de pós-graduação nas áreas de gestão e turismo, um mestrado em História até chegar a Tradução em 2009. Traduz principalmente conteúdos jornalísticos, econômicos, marketing, meio ambiente e turismo. Participa de diversos grupos de tradutores onde busca orientar e motivar tradutores iniciantes e em formação. Mora em Juiz de Fora mas adora viajar. Além de traduzir e escrever, gosta de viajar, ouvir música e brincar com tintas e pincéis. Desde o início da pandemia, resgatou um antigo hobby: montar quebra-cabeças gigantes e constatou que encaixar as pecinhas tem muito a ver com a prática da tradução onde se desconstrói um texto em uma determinada língua para reconstruí-lo em outra.
;
Patrícia Loreto;Patrícia Loreto é Tradutora e Intérprete na Hive Companhia de Intérpretes. Especialidades: Mineração, Siderurgia, Contabilidade, Engenharia Mecânica, TI, Papel e Celulose, Gerenciamento de Projetos, Telecomunicações, RH, Publicidade, Contratos, Propostas Comerciais e Técnicas, Folhas de Dados, Relatórios, entre outros.
;
Patricia Souza;Tradutora e intérprete, entrou para a profissão em 2001 pela porta do audiovisual, em Buenos Aires, cidade onde morou por 20 anos. Em 2014, concluiu o curso de formação em interpretação simultânea inglês–espanhol. Depois de atuar em diferentes áreas, se especializou em educação, políticas públicas, relações raciais, diversidade e inclusão, recursos humanos e comunicação corporativa. Tem sólida experiência em legendagem e revisão para cinema, streaming e vídeos institucionais. Atualmente também é sócia do Instituto Jira, consultoria em educação antirracista que trabalha em escolas particulares de São Paulo.
;
Patrizia Cavallo;Patrizia Cavallo é italiana e mora no Brasil (Porto Alegre) desde 2011, onde é tradutora e intérprete de italiano, português, inglês e francês. Possui Mestrado e Doutorado em Letras pela UFRGS e Mestrado em Interpretação pela Universidade de Bologna - Itália. Ministra cursos sobre língua italiana, tradução e terminologia para intérpretes, sendo também professora da disciplina “Gestão de Terminologia para Intérpretes” do curso de formação de intérpretes da Interpret2B. É associada à ABRATES (pela qual possui credenciamento no par português < > italiano), à ABRAPT, à ABPI e ao SINTRA.
;
Paula Barreto;Se a LBM fosse um corpo, a Paula trabalharia na alma. É ela quem faz a tradução e a revisão de grande parte do que você vai ler na tela quando a assinatura é Little Brown Mouse. Ela é responsável pelo controle de qualidade da LBM, vulgo pente fino antes da entrega final. Sua vida profissional foi toda dedicada à tradução audiovisual, trabalho que considera muito prazeroso e dinâmico. Também se sente feliz por oferecer esse serviço para quem, de outra forma, não teria acesso a esses conteúdos.
;
Paula Ianelli;Paula Ianelli é formada em tradução pela UNESP e em interpretação simultânea pela PUC-SP. Ela é certificada pela ATA (Associação Americana de Tradutores) e pela ABRATES (Associação Brasileira de Tradutores e Intérpretes), além de ser associada à AIIC (Associação Internacional de Intérpretes de Conferência) e à APIC (Associação Profissional de Intérpretes de Conferência). Além de ter sido diretora da ABRATES, Paula já apresentou dezenas de palestras e cursos no Brasil e no mundo.
;
Paula Pizauro;Formada em tradução, pós-graduanda em gamificação. Mais de 3 anos de experiência em localização de jogos de tabuleiro. Twitter: @paulapizauro LinkedIn: https://www.linkedin.com/in/paula-pizauro-rodrigues/
;
Paulo Henriques Britto;Paulo Henriques Britto é tradutor e professor de tradução, literatura e criação literária da Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio), atuando na graduação e na pós-graduação. Publicou oito livros de poesia e dois de contos, bem como estudos monográficos sobre canção popular, poesia brasileira e tradução literária, além de cerca de quarenta artigos acadêmicos. Coletâneas de sua poesia foram publicadas em tradução nos Estados Unidos e na Suécia, e sua obra poética reunida foi editada em Portugal. Traduziu mais de 120 livros, inclusive coletâneas de poesia de Wallace Stevens, Allen Ginsberg, Byron e Elizabeth Bishop. Ganhou diversos prêmios literários, como o Portugal Telecom, o Prêmio Bravo! Bradesco Prime, o da Associação Paulista de Críticos de Arte e o da Fundação Biblioteca Nacional.
;
Paulo Noriega;Paulo Noriega é Bacharel e Especialista em Tradução, do par de idiomas inglês-português, e presta serviços de tradução para dublagem para renomadas empresas do ramo. Ao longo de sua carreira, traduziu mais de 400 horas de produções audiovisuais e é autor do blog Traduzindo a dublagem, um dos primeiros blogs brasileiros inteiramente dedicado à tradução para dublagem.
;
;
Petê Rissatti;"Bacharel em Tradução Inglês-Português pela UNIBERO e especialista em Tradução Alemão-Português pela USP. Trabalha com textos desde 1998 e já atuou como revisor, gerente de projetos de tradução, preparador de textos, tradutor técnico e editorial. Tem mais de 100 livros traduzidos e publicados, entre eles ""A metamorfose"", ""Na colônia penal"" e ""O processo"", de Franz Kafka, ""Metrópolis, de Thea von Harbou"", entre outros. Foi semifinalista do Prêmio Jabuti em 2020 na categoria tradução com a obra Bambi: a história de uma vida na floresta, de Felix Salten (Editora Wish). Também é professor de práticas da tradução na Associação Alumni, na Faculdade Phorte e em outras escolas e cursos livres."
;
Philippe Mercier ;Philippe Mercier began his career as an IT consultant and author of a dozen software programming books published by Hachette France. His passion for writing and his expertise in IT quickly led him to the world of translation and software localization, where he participated in numerous projects and held various positions within translation agencies. Drawing on his experience in IT and his understanding of the challenges faced by translators, he has always strived to develop innovative solutions to meet their specific needs. More recently, he has incorporated the latest advancements in artificial intelligence, such as machine translation and ChatGPT, into a CAT tool (Wordscope). This integration aims to assist translators in enhancing the quality and speed of their services, addressing the growing demand for translation in our globalized world.
;
Priscila Mottola;"Priscila atua há quase dez anos no cliente como linguista responsável pela qualidade do conteúdo em português. Com uma trajetória profissional bastante peculiar, já foi jogadora de futebol, produtora musical e locutora publicitária. É formada em comunicação pela Brigham Young University (EUA), onde foi oradora da turma de formandos. Já ganhou o primeiro lugar numa conferência de comunicação norte-americana; participou de projetos premiados no Festival de Cannes como compositora; encabeçou o departamento de tradução em uma multinacional e está se preparando para participar como palestrante da LocWorld47, em Berlim. Atualmente Priscila gerencia a equipe de QA de localização na KnowBe4, organização líder no setor de e-learning corporativo voltado para treinamentos de conscientização em segurança da informação."
;
Priscila Stuani;"- Psicóloga, graduada em Marketing, Pós-graduada em Neurociência aplicada à educação, busco oportunidade para compartilhar aprendizado e aprender, com ênfase em educação corporativa (à distância e presencialmente).; - Como neuroeducadora, criei mais de 50 cursos livres na Alura Cursos Online, com foco no público B2C e B2B, onde acumulei profundo conhecimento na criação de conteúdo e gravações.;  - Atualmente, como Product Owner, possuo conhecimento em metodologia ágil, construção e gestão de backlog do produto e acompanhamento das Sprints.; - Conhecimento em metologias de educação corporativa, modelo online. Atenção especial às principais softskills (comunicação não-violenta, relacionamento interpessoal e produtividade), priorização, gerenciamento de rotina e paixão pelo processo de aprendizagem.;  - Aquisição e retenção de talentos na área de gestão e inovação."
;
Rafa Lombardino;Rafa é brasileira e radicada na Califórnia desde 2002. É tradutora desde 1997 e credenciada pela Associação Americana de Tradutores (ATA) em inglês para português e português para inglês. Tem certificado profissional em tradução de espanhol para inglês pelo curso de extensão da Universidade da Califórnia em San Diego, onde passou a lecionar sobre o papel da tecnologia na tradução em 2010. Sua aula virtual “Tools and Technology in Translation” é acompanhada pelo livro em inglês de mesmo nome. É diretora executiva da Word Awareness e se especializa em tecnologia, comunicação, marketing, RH, saúde, educação, imigração, audiovisual e literatura.
;
Rafael Silvaro;"Rafael Silvaro é formado em Letras
Vernáculas e Clássicas pela Universidade
Estadual de Londrina, com especialização em
Marketing Editorial pelo LabPub. Atuando
como editor freelancer e editor-chefe nas
editoras Madrepérola e Verne, ele acumula
mais de 12 anos de experiência no mercado
editorial. Ao longo de sua carreira, Rafael
publicou mais de 150 livros, dos quais mais de
20 alcançaram sucesso notável. Além de
ensinar o processo de escrita e publicação, ele
revela os mecanismos que grandes editoras

usam para transformar livros em joias raras."
;
Rafaela Mota Lemos;"Rafaela, portuguesa, é tradutora e mais uma série de coisas que não cabem num pitch de elevador. Neste momento, trabalha como content strategist para uma das maiores empresas portuguesas e acredita que o trabalho não nos define, mas que deve dar-nos algum prazer. Depois de ter sido oradora em 2016 no Congresso da Abrates com o tema ""Ensaio sobre o fracasso"", em que partilhava 10 lições aprendidas em 10 anos de carreira, agora arrisca fazer uma atualização dessa palestra."
;
Raissa Duboc;Raissa Duboc é uma linguista brasileira que mora em Portugal e trabalha com tradução audiovisual e técnica, revisão e controle de qualidade desde 2015. Seus idiomas de trabalho são inglês e português brasileiro. Formada em Direito, Raissa passou mais de dez anos lecionando idiomas até que, em 2015, entrou no ramo da tradução. Em 2016, iniciou uma pós-graduação em Tradução e atualmente faz mestrado em Tradução e Serviços Linguísticos na Universidade do Porto, em Portugal. Trabalha principalmente com tradução e revisão de legendas e se interessa por filmes, séries, livros e viagens.
;
Rane Souza;Rane Souza é uma mineira nascida em Timóteo-MG que mora no Rio de Janeiro desde 2008. Ela é intérprete de conferências, tradutora, educadora antirracista e idealizadora da iniciativa Abrates Afro. Tradutora desde 2009 e intérprete de conferências desde 2012. No mercado de tradução escrita, atua, principalmente nos segmentos editorial, questões étnico-raciais e de meio ambiente. Como intérprete de conferências, trabalha nos mercados corporativos, público e privado, e do terceiro setor com destaque para eventos nas áreas de meio ambiente e questões étnico-raciais. Rane Souza é vegana desde 2013. Além disso, acredita que é possível aliar as boas práticas do exercício profissional de tradutores e intérpretes ao combate das muitas opressões sociais existentes no Brasil.
;
Raul Rocha;Raul Rocha é tradutor especializado em jogos e mestre profissional de RPG, uma combinação que o levou a vencer o BoardGameJam de RPG e a primeira edição da LitJam. Formado em Tradução e Interpretação pela FMU, passou um breve período no Marketing de uma das maiores editoras (de jogos) do país. Escreveu e traduziu mais de 5 mil artigos em seus anos de jornalismo digital. Hoje, tem alguns projetos grandes de localização nas costas e a caminho do portfólio. Como monitor, é o profissional de confiança das editoras para lidar com os títulos mais complexos, que ocasionalmente envolvem torres giratórias.
;
Regiane Winarski;Regiane Winarski é formada em Produção Editorial pela ECO-UFRJ e tradutora de inglês para português desde 2008. É especializada em tradução literária para editoras como Suma, DarkSide, Arqueiro, Rocco, Intrínseca e outras, com mais de 150 livros publicados. Trabalha com uma ampla variedade de gêneros, como fantasia, suspense/horror e romances para adultos e jovens adultos, de autores como Stephen King, Rick Riordan, Suzanne Collins e George R.R. Martin. Faz também localização de videogames desde 2020 e participou da equipe de tradução do Baldur's Gate 3.
;
Reginaldo Francisco;Reginaldo Francisco é bacharel em Letras com Habilitação de Tradutor pela Universidade Estadual Paulista (UNESP) e mestre em Estudos da Tradução pela Universidade Federal de Santa Catarina (UFSC). Tradutor técnico e literário, traduziu obras conhecidas, como o clássico infantojuvenil italiano O Diário de Gian Burrasca, HQs do personagem Corto Maltese e A volta ao mundo em 80 dias, de Júlio Verne. Ministra cursos e palestras presenciais e on-line sobre tradução e é treinador cadastrado da ferramenta de auxílio à tradução Wordfast.
;
Reinaldo Lopes;Reinaldo Lopes é formado em jornalismo na ECA–USP. Possui um trabalho acadêmico concentrado na teoria da tradução, tendo como objeto de estudo textos de J. R. R. Tolkien. Defendeu o mestrado Árvore das Estórias: Uma proposta de tradução para Tree and Leaf, de J.R.R. Tolkien e o doutorado With many voices and in many tongues: Pseudotradução, autorrefração e profundidade cultural na ficção de J.R.R.Tolkien na área de Estudos Linguísticos e Literários em Inglês na FFLCH–USP. É cofundador do site Valinor, um dos mais antigos e conceituados sobre discussão e estudos sobre J. R. R. Tolkien no Brasil. Foi editor de Ciência e Saúde da Folha de S.Paulo e hoje é repórter, colunista e blogueiro do jornal. É autor de cinco livros de divulgação científica, sendo o mais recente 1499: O Brasil Antes de Cabral.
;
Renata Cassemiro;Fisioterapeuta e assistente de pesquisa clínica e assuntos regulatórios. Na área da pesquisa, atuei elaborando projeto de pesquisa, providenciando todos os documentos necessários para submeter o projeto ao CEP, conseguimos aprovação e iniciamos os trâmites de recrutamento, aplicação do método e análise de resultados, despertando em mim o interesse na área de pesquisa clínica. Atualmente estou estagiando como assistente de pesquisa clínica na IPITEC Da Santa Casa de Misericórdia de São Paulo e concluindo o Curso de Capacitação em Pesquisa Clínica da Invitare. Também atuo com palestras sobre saúde ocupacional e ergonomia no home office em empresas e para pessoas que necessitam de suporte e orientação para melhorar a qualidade vida no trabalho. Apaixonada pela reabilitação e o benefício que ela traz para a vida do indivíduo e seus familiares, atuo também com foco nas atenções primárias junto ao paciente, cuidadores e familiares. A reabilitação e o retorno rápido para as atividades de vida diária é um dos principais objetivos da minha atuação, principalmente no pós operatório, para que o paciente se sinta motivado a realizar as terapias com afinco e regularidade, devolvendo assim a esperança para que o paciente continue a acreditar e confiar na ciência.
;
